"Feature"	"Gain"	"Cover"	"Frequency"
"92"	"canarito68"	0.00169119584466786	0.00292061110591275	0.00432981341307666
"93"	"canarito13"	0.00168237961394342	0.00327879815236809	0.00436096314986138
"94"	"canarito110"	0.00167789466115054	0.00337421042082294	0.00432981341307666
"95"	"canarito94"	0.00167772388772473	0.00291932895200253	0.00411176525558359
"96"	"canarito3"	0.00167647087744928	0.00332163540243823	0.00436096314986138
"97"	"canarito15"	0.00167277262969418	0.00258697105127916	0.00401831604522942
"98"	"canarito73"	0.00167081904372264	0.00332228583152986	0.00432981341307666
"99"	"canarito51"	0.00166619298785691	0.00318176146923932	0.00417406472915304
"100"	"canarito34"	0.00166399008422263	0.00487044026054378	0.00432981341307666
"101"	"canarito11"	0.00165688983730263	0.00258521571843504	0.00401831604522942
"102"	"canarito86"	0.00165430359907771	0.00388027434473723	0.00439211288664611
"103"	"canarito71"	0.00165259841080724	0.00265650447583073	0.00414291499236831
"104"	"canarito2"	0.00164315932673582	0.00217442201743529	0.00411176525558359
"105"	"canarito105"	0.00164109256933635	0.00505771516053098	0.00467246051770863
"106"	"canarito103"	0.00163862300701259	0.00288216402060004	0.00404946578201414
"107"	"mv_mpagominimo__tend"	0.00163861005044742	0.000532188236012536	0.00115254026103479
"108"	"canarito41"	0.0016337004532992	0.00353578826244913	0.00417406472915304
"109"	"canarito48"	0.00163308776751919	0.00239375478572008	0.00408061551879887
"110"	"canarito70"	0.00162527175637089	0.00286602138626775	0.00408061551879887
"111"	"canarito42"	0.00162414551508186	0.002332276592477	0.00395601657165997
"112"	"canarito61"	0.0016238468314177	0.00204331380099252	0.00417406472915304
"113"	"canarito85"	0.00162119056788899	0.0028911323144941	0.00408061551879887
"114"	"mrentabilidad__min"	0.00161305025096791	0.00209552902530473	0.00305267420490297
"115"	"canarito91"	0.00160941077846106	0.00237849350858945	0.00392486683487525
"116"	"canarito10"	0.00160913400125837	0.00300593858271017	0.0038625673613058
"117"	"canarito53"	0.00159454839683611	0.0026763688264346	0.00395601657165997
"118"	"canarito96"	0.00158782983144393	0.00251152080649791	0.00395601657165997
"119"	"canarito101"	0.00158418356156227	0.00222249220452457	0.0038625673613058
"120"	"canarito56"	0.00157866364834265	0.00407540571784378	0.00411176525558359
"121"	"canarito100"	0.00157214142530325	0.00267454585060145	0.00395601657165997
"122"	"canarito57"	0.00156929442792001	0.00266348382627453	0.00380026788773635
"123"	"canarito66"	0.00156447653224719	0.00353842264379406	0.00401831604522942
"124"	"canarito46"	0.00156194264672453	0.00240691285171766	0.00383141762452107
"125"	"canarito106"	0.00155406770996905	0.00231221595143812	0.0038625673613058
"126"	"canarito12"	0.00154633325412139	0.0025519238668252	0.00392486683487525
"127"	"canarito80"	0.00153633075396374	0.00236428700812836	0.00380026788773635
"128"	"mcomisiones_mantenimiento__tend"	0.00153478050613755	0.00119665442685668	0.00214933183814597
"129"	"canarito104"	0.00152842718180233	0.00314046341160204	0.00408061551879887
"130"	"canarito28"	0.0015276460240523	0.00408068279956651	0.00395601657165997
"131"	"canarito64"	0.00152653770844	0.00272449492439393	0.00370681867738218
"132"	"canarito31"	0.00152595256627897	0.00204047515985863	0.00383141762452107
"133"	"canarito24"	0.00152363616067565	0.00259063401209938	0.00364451920381273
"134"	"canarito49"	0.0015192594331463	0.00198600259633263	0.00380026788773635
"135"	"canarito78"	0.00151710435104305	0.00299970039522285	0.00383141762452107
"136"	"canarito32"	0.00151243198045786	0.00250713008120227	0.00383141762452107
"137"	"canarito108"	0.00151088058209254	0.00268950693803954	0.00376911815095162
"138"	"canarito38"	0.0015066505416231	0.00294843456302635	0.0038625673613058
"139"	"ccallcenter_transacciones"	0.00150445732402883	0.0016755360306171	0.000685294209263932
"140"	"mautoservicio"	0.00149860568065413	0.00246617793296271	0.000965641840326449
"141"	"canarito107"	0.00149738083257409	0.0030435196850308	0.00383141762452107
"142"	"canarito76"	0.00149722907658727	0.00237746784069214	0.00367566894059745
"143"	"canarito67"	0.00149639095533391	0.00304887146713134	0.00389371709809052
"144"	"canarito98"	0.00148815284459098	0.00256027167625704	0.00389371709809052
"145"	"mpagomiscuentas"	0.001480261513268	0.00164231589895415	0.000841042893187553
"146"	"canarito92"	0.00147913912183527	0.00227432249486736	0.00355106999345856
"147"	"canarito14"	0.00146940848211673	0.00299975368168324	0.00367566894059745
"148"	"canarito7"	0.00145846343196854	0.00201201183149775	0.00351992025667383
"149"	"canarito54"	0.00145794252446467	0.00255356846420015	0.00383141762452107
"150"	"canarito89"	0.00144609218128694	0.00273256493699698	0.00351992025667383
"151"	"canarito23"	0.00144346789527233	0.00197269517637344	0.00355106999345856
"152"	"mactivos_margen__min"	0.00143965751304972	0.00137773735729041	0.00196243341743762
"153"	"canarito1"	0.00143001719771451	0.00212679046531669	0.00364451920381273
"154"	"chomebanking_transacciones__tend"	0.001428310544954	0.00299094148780853	0.00261657788991683
"155"	"canarito19"	0.00141051854350195	0.00335658978312296	0.00364451920381273
"156"	"canarito97"	0.00140169103979728	0.00294429903987044	0.00364451920381273
"157"	"canarito20"	0.00139791207115459	0.00232907639728959	0.00342647104631966
"158"	"ccomisiones_otras__tend"	0.0013868493651173	0.00251528939608257	0.00305267420490297
"159"	"mcomisiones_mantenimiento"	0.00137538972984534	0.002570715511612	0.00208703236457652
"160"	"canarito87"	0.00136172910331507	0.00210283573534761	0.00342647104631966
"161"	"canarito16"	0.0013277479765484	0.00273814088450506	0.00348877051988911
"162"	"mcuenta_corriente_Paquete__min"	0.00131369321759925	0.00182422519408883	0.00233623025885431
"163"	"ccomisiones_mantenimiento"	0.00130698314847617	0.00154905067297844	0.000436096314986138
"164"	"mrentabilidad__avg"	0.0012984522371988	0.00138980743960288	0.00196243341743762
"165"	"canarito26"	0.00129702227145214	0.00330893336781863	0.00342647104631966
"166"	"Visa_mpagospesos__tend"	0.00129363108991227	0.00242370104514499	0.00239852973242376
"167"	"mcaja_ahorro_Paquete__max"	0.00127572397108719	0.00416072884921716	0.00289692552097935
"168"	"canarito21"	0.00127197722353092	0.00259334729788646	0.00323957262561131
"169"	"canarito69"	0.00124728988410989	0.00241727564622132	0.00314612341525714
"170"	"mrentabilidad__tend"	0.00124659091069708	0.00283977471054917	0.00311497367847242
"171"	"canarito6"	0.00122763612693517	0.00180789403053876	0.00308382394168769
"172"	"chomebanking_transacciones"	0.00121541241602227	0.00301302821050582	0.00186898420708345
"173"	"Visa_fechaalta"	0.00120404190982817	0.00315714121404152	0.00255427841634738
"174"	"mrentabilidad__max"	0.00118616192708473	0.00291835619909071	0.00227393078528486
"175"	"Visa_Finiciomora"	0.00116907151880252	0.00213550680185335	0.000841042893187553
"176"	"mvr_mpagominimo__tend"	0.00114779447278718	0.00117090372935534	0.00211818210136124
"177"	"Visa_mpagominimo"	0.00111638275783618	0.00189796031101352	0.00105909105068062
"178"	"mv_tconsumos__tend"	0.00111138399842296	0.000590541013353879	0.00161978631280566
"179"	"mv_mpagominimo__max"	0.00110127658279467	0.001468811262616	0.000841042893187553
"180"	"internet"	0.00109234120951465	0.000491976650791463	0.000809893156402828
"181"	"mcuentas_saldo__min"	0.00108246640647771	0.00226554653583646	0.00221163131171542
"182"	"mrentabilidad_annual__min"	0.00106615840944143	0.00277852999592989	0.00199358315422235
"183"	"ttarjeta_visa_debitos_automaticos__tend"	0.00106286382272597	0.0021918818623333	0.00174438525994455
"184"	"tplazo_fijo"	0.00106272237619131	0.0040637405477622	0.000872192629972277
"185"	"Visa_fultimo_cierre__tend"	0.00105240485925743	0.000795069284559374	0.00208703236457652
"186"	"mactivos_margen__max"	0.00105042073191941	0.00242362308307713	0.00211818210136124
"187"	"Master_fultimo_cierre__tend"	0.00104435090334083	0.00126746896294883	0.00242967946920849
"188"	"mcuentas_saldo__avg"	0.00104036305830108	0.0025068051788383	0.00152633710245148
"189"	"mcuenta_debitos_automaticos"	0.000991984023742471	0.00202650059711365	0.00121483973460424
"190"	"Visa_tconsumos__tend"	0.000983565464191621	0.00185311400895091	0.00208703236457652
"191"	"mpasivos_margen__tend"	0.000980766400268753	0.00453699913664164	0.00258542815313211
"192"	"mvr_msaldopesos2"	0.000929984867403795	0.00245736938960927	0.00236737999563904
"193"	"mv_fultimo_cierre__tend"	0.000922574815847684	0.0010572500784862	0.00218048157493069
"194"	"mvr_mpagominimo"	0.000920821685117282	0.000379728654153079	0.000996791577111173
"195"	"mtarjeta_visa_consumo__tend"	0.00091536692527161	0.00104828569795658	0.00158863657602093
"196"	"Master_Fvencimiento"	0.000915353648906387	0.00221446471640736	0.00221163131171542
"197"	"mv_msaldopesos__max"	0.000893512560981549	0.000594512083734934	0.000498395788555587
"198"	"tmovimientos_ultimos90dias__min"	0.000893174915714046	0.00181085689899433	0.00161978631280566
"199"	"mrentabilidad_annual__max"	0.000883782246229108	0.00209250655978611	0.00177553499672928
"200"	"mtarjeta_master_consumo"	0.000877300807166679	0.00195159238047363	0.00074759368283338
"201"	"mcuenta_corriente_Paquete__max"	0.000873866953888399	0.00159117220278117	0.00186898420708345
"202"	"thomebanking__tend"	0.000872774053145536	0.00110159129415818	0.00186898420708345
"203"	"mvr_mconsumospesos__tend"	0.000868460405680484	0.00325089237698061	0.00208703236457652
"204"	"mcuentas_saldo__max"	0.000860019579636364	0.00230921776086188	0.00218048157493069
"205"	"mvr_msaldopesos2__min"	0.000857377954120775	0.000816256130096259	0.00190013394386817
"206"	"mcomisiones__tend"	0.00084571979093572	0.00225023620155843	0.00211818210136124
"207"	"ccallcenter_transacciones__tend"	0.000838202988610118	0.00167247795749562	0.00196243341743762
"208"	"mvr_msaldopesos2__tend"	0.000837528930019245	0.0018831300081236	0.00199358315422235
"209"	"cliente_edad__min"	0.000837505487212825	0.0011026225203805	0.0019312836806529
"210"	"mv_marca_atraso"	0.000832010593279685	8.07305690587578e-05	9.34492103541725e-05
"211"	"mvr_msaldopesos__tend"	0.000827127183567445	0.000893362162086778	0.00168208578637511
"212"	"chomebanking_transacciones__avg"	0.000825153501865933	0.0011941641289045	0.00137058841852786
"213"	"thomebanking__avg"	0.00082207986003936	0.00200828314265444	0.00171323552315983
"214"	"mvr_msaldopesos2__max"	0.000817076992043183	0.001648003664861	0.00199358315422235
"215"	"Visa_Fvencimiento"	0.00081302439536036	0.00156260617168194	0.00190013394386817
"216"	"chomebanking_transacciones__max"	0.000805881308355148	0.00141511922246773	0.00165093604959038
"217"	"Master_Fvencimiento__max"	0.000798259838618649	0.00120139976265415	0.00183783447029873
"218"	"cliente_antiguedad__min"	0.00079819653108235	0.00288532267937471	0.00199358315422235
"219"	"Master_Fvencimiento__avg"	0.000792534577065054	0.00167957247037024	0.00186898420708345
"220"	"internet__tend"	0.000790066246937098	0.000820593833453065	0.001806684733514
"221"	"tcallcenter__tend"	0.000786763394318781	0.00236970551099676	0.00190013394386817
"222"	"mpasivos_margen__min"	0.000784943249249433	0.00292481457780438	0.00199358315422235
"223"	"Master_fechaalta"	0.000782897964197871	0.003730631847299	0.0020558826277918
"224"	"tcaja_ahorro"	0.000773205033788976	0.0018758692667146	0.000778743419618104
"225"	"mprestamos_prendarios"	0.000767659400528448	0.00341021742183148	0.000809893156402828
"226"	"mvr_mpagospesos"	0.000767534620907491	0.00211471136728963	0.00177553499672928
"227"	"mcomisiones_mantenimiento__max"	0.000761794451360753	0.00135731078431978	0.00112139052425007
"228"	"mprestamos_personales__max"	0.000747452414251519	0.000867695081567341	0.000965641840326449
"229"	"mvr_Master_mlimitecompra__tend"	0.000741091778467799	0.00117808948238287	0.00161978631280566
"230"	"tplan_sueldo__avg"	0.000739547969624992	0.00122018617180131	0.000685294209263932
"231"	"Master_mpagominimo__tend"	0.000738214938234418	0.00146976303937037	0.00121483973460424
"232"	"mvr_msaldopesos2__avg"	0.000735883075703053	0.00160513227399871	0.0019312836806529
"233"	"tcajas__tend"	0.000732883126063509	0.00180063690987302	0.00190013394386817
"234"	"mcaja_ahorro_Paquete__avg"	0.00072941434322927	0.0015985647864533	0.00171323552315983
"235"	"cprestamos_personales__avg"	0.000727763360541072	0.00304838840958567	0.00140173815531259
"236"	"Visa_Fvencimiento__max"	0.000725254128493607	0.000862278796364152	0.00168208578637511
"237"	"Visa_mpagospesos"	0.000721017006393619	0.00102187118246567	0.00152633710245148
"238"	"mactivos_margen__avg"	0.000715046700666771	0.00264097026727358	0.00183783447029873
"239"	"Visa_msaldopesos"	0.000713321367055281	0.000908618479484584	0.000965641840326449
"240"	"mvr_mpagospesos__min"	0.000713060724194638	0.00207791539682278	0.00177553499672928
"241"	"mv_fultimo_cierre"	0.000706616393918469	0.000932078754741379	0.00165093604959038
"242"	"mv_Fvencimiento__max"	0.000703443293504432	0.000975817888422096	0.00174438525994455
"243"	"mrentabilidad_annual__avg"	0.000699804830745862	0.00148188153157228	0.00174438525994455
"244"	"Visa_mconsumospesos"	0.000697571738163793	0.0019443118614219	0.00161978631280566
"245"	"Visa_mfinanciacion_limite__tend"	0.000694434715800004	0.00104721564995468	0.00121483973460424
"246"	"Visa_mpagominimo__tend"	0.000693163650797958	0.000769641779344263	0.00143288789209731
"247"	"cliente_edad"	0.000691978558032937	0.00223297449976731	0.00171323552315983
"248"	"mv_Fvencimiento"	0.000688640687040541	0.000837891470931123	0.00161978631280566
"249"	"mcaja_ahorro_dolares__min"	0.000683873645085012	0.00205002801889427	0.00146403762888204
"250"	"mttarjeta_visa_debitos_automaticos__max"	0.00068271994737722	0.00228991073750637	0.00118368999781952
"251"	"mv_fultimo_cierre__avg"	0.00068080802511258	0.00115724598740756	0.00177553499672928
"252"	"Master_Fvencimiento__min"	0.000668553324616963	0.00183018217432195	0.00171323552315983
"253"	"mcomisiones__max"	0.000661378113037456	0.00128493338499796	0.00146403762888204
"254"	"mcomisiones_otras__tend"	0.000659120125358327	0.000937904851764434	0.00158863657602093
"255"	"Visa_mfinanciacion_limite"	0.000653148716076562	0.000616170077623764	0.00152633710245148
"256"	"marketing_coss_selling__avg"	0.000646901786811407	0.00110438943967111	0.00130828894495842
"257"	"mcaja_ahorro_Paquete__tend"	0.00064640531335753	0.00225518297934055	0.00174438525994455
"258"	"Visa_mpagospesos__max"	0.000643942360804289	0.00166712859250337	0.00155748683923621
"259"	"Visa_fultimo_cierre__avg"	0.000640206762625326	0.000849424239588119	0.00149518736566676
"260"	"Visa_msaldototal__tend"	0.00063515867958614	0.00105385690648357	0.00130828894495842
"261"	"Visa_mpagospesos__min"	0.00063296542009505	0.00219465093438995	0.00165093604959038
"262"	"Visa_Fvencimiento__min"	0.000632336890340799	0.000833013806212726	0.00146403762888204
"263"	"mvr_Visa_mlimitecompra__tend"	0.000625859786083953	0.000880905346222945	0.00140173815531259
"264"	"mdescubierto_preacordado__tend"	0.00062540655895831	0.00355078239631809	0.00118368999781952
"265"	"internet__avg"	0.000619179820598236	0.000751310612388154	0.00130828894495842
"266"	"mcaja_ahorro_Paquete__min"	0.000619068616339088	0.00114694135384693	0.00109024078746535
"267"	"mvr_mpagospesos__tend"	0.000618210227858548	0.000820280703273031	0.00152633710245148
"268"	"mvr_mpagospesos__max"	0.000609046905942922	0.00197577767286329	0.00152633710245148
"269"	"mvr_mconsumospesos__max"	0.000599990711353619	0.00122162574345044	0.00143288789209731
"270"	"Visa_fultimo_cierre"	0.000598908786971819	0.000569798767284765	0.00127713920817369
"271"	"mpasivos_margen__avg"	0.000597493018760975	0.00109230179547842	0.00149518736566676
"272"	"mcaja_ahorro_dolares"	0.000594150751878348	0.00137719910124207	0.00124598947138897
"273"	"mprestamos_personales__min"	0.000587433197695053	0.00184139756917699	0.000685294209263932
"274"	"Master_mfinanciacion_limite"	0.000587357884373973	0.000871900060968889	0.00118368999781952
"275"	"mvr_msaldototal"	0.000584612330292185	0.000458541623716586	0.000841042893187553
"276"	"tmovimientos_ultimos90dias__avg"	0.000583876859406982	0.00187690051176281	0.00140173815531259
"277"	"tcajas_depositos__tend"	0.00058346170466533	0.00185527159894105	0.00130828894495842
"278"	"marketing_coss_selling__min"	0.000582543273872773	0.000802366551321818	0.000965641840326449
"279"	"tcaja_ahorro__max"	0.000580074537620896	0.000234780115974928	0.000467246051770863
"280"	"ctarjeta_debito_transacciones"	0.000579981977774063	0.00102291954940657	0.000654144472479208
"281"	"mpasivos_margen__max"	0.000579573071539734	0.00178989966868973	0.00143288789209731
"282"	"Master_fultimo_cierre__avg"	0.000578146394589232	0.000588141999502319	0.00130828894495842
"283"	"ctarjeta_debito_transacciones__tend"	0.0005779287072104	0.0026267568225028	0.00155748683923621
"284"	"mvr_Master_mlimitecompra__max"	0.000577585071193731	0.000680620891613528	0.00133943868174314
"285"	"mvr_Visa_mlimitecompra__min"	0.000572782153737581	0.00084277970835967	0.00143288789209731
"286"	"mvr_Master_mlimitecompra__min"	0.000570534927194106	0.000533245304150356	0.00133943868174314
"287"	"mv_Finiciomora__tend"	0.000558509340618575	0.00108529252237133	0.000809893156402828
"288"	"Visa_mpagominimo__avg"	0.000556355587090673	0.000711030996367797	0.000809893156402828
"289"	"mv_fechaalta__tend"	0.000556244928132896	0.000964231344867967	0.00109024078746535
"290"	"Master_fultimo_cierre"	0.000555168267221291	0.000782564528571645	0.00112139052425007
"291"	"tcajas_consultas__tend"	0.00054441116905495	0.00248968264808894	0.00124598947138897
"292"	"ccomisiones_otras__avg"	0.000537764932817712	0.00163148804117724	0.00140173815531259
"293"	"mcomisiones__min"	0.000537673609941732	0.00202126469358578	0.00133943868174314
"294"	"mprestamos_personales__avg"	0.000535835794416842	0.000736460632744936	0.000841042893187553
"295"	"mv_Fvencimiento__avg"	0.00052993610809275	0.000971628531772113	0.00127713920817369
"296"	"mcaja_ahorro_dolares__max"	0.000528370116844688	0.00148378205227174	0.000934492103541725
"297"	"Master_marca_atraso__tend"	0.000527104909196097	0.00119328049675555	0.000467246051770863
"298"	"tseguro_vida_mercado_abierto__avg"	0.000523544842371614	0.000912107454853592	0.000903342366757001
"299"	"mcomisiones_otras__max"	0.000522861502437749	0.00119322234501664	0.00118368999781952
"300"	"mcuenta_debitos_automaticos__tend"	0.000522830780841903	0.00136475102367005	0.000934492103541725
"301"	"ccomisiones_otras"	0.000520605025392468	0.00259465508715643	0.00140173815531259
"302"	"Visa_mconsumospesos__avg"	0.000519453122540554	0.00139515747140603	0.00127713920817369
"303"	"tmovimientos_ultimos90dias__max"	0.000518702603740974	0.000995923988047801	0.00112139052425007
"304"	"Master_tconsumos__tend"	0.000513709606407228	0.000755143198400664	0.00105909105068062
"305"	"mvr_mconsumospesos"	0.000510945515680878	0.00198761838783575	0.00137058841852786
"306"	"mplan_sueldo__min"	0.000510390918632208	0.00110112478684472	0.000311497367847242
"307"	"Master_fechaalta__min"	0.000505250684332912	0.000942771104713388	0.00118368999781952
"308"	"Visa_mfinanciacion_limite__min"	0.000501700599873251	0.000966228273203144	0.00118368999781952
"309"	"mcomisiones_otras"	0.000501442496699406	0.00082985041358498	0.0010279413138959
"310"	"mplan_sueldo__max"	0.000493300802767136	0.00167136974456295	0.000654144472479208
"311"	"mcomisiones"	0.000492840588718665	0.00189261539218007	0.00121483973460424
"312"	"Visa_mconsumospesos__max"	0.000492341463839644	0.00132868530254156	0.00118368999781952
"313"	"mv_mfinanciacion_limite__tend"	0.00049171891218574	0.000368701531496771	0.000809893156402828
"314"	"Visa_tconsumos__max"	0.000488420068651887	0.000666442705153395	0.00105909105068062
"315"	"mrentabilidad_annual"	0.000479831752175985	0.00057615996863592	0.000965641840326449
"316"	"Visa_mlimitecompra"	0.000478855074614895	0.00114683870619404	0.0010279413138959
"317"	"mv_msaldototal__max"	0.000475180663213221	0.000145020023628998	0.000280347631062518
"318"	"mvr_mpagado__tend"	0.000473698624750569	0.000576509167459783	0.00105909105068062
"319"	"Visa_msaldototal"	0.000472305284144202	0.00022078179217097	0.000654144472479208
"320"	"mcuenta_debitos_automaticos__avg"	0.0004707361431853	0.00255733568971984	0.00121483973460424
"321"	"Visa_mlimitecompra__min"	0.000470503867936965	0.00036832909719197	0.0010279413138959
"322"	"Master_mpagospesos__tend"	0.000469642701502649	0.000993291664587789	0.00109024078746535
